Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State
3,139,T-Shirt,Footwear,58,Phoenix,Supplier D,Monthly,14,927.11,-4.3,335,Yes,37,4,34,69,17,33.4484,-112.074,AZ
1,196,Sneakers,Furniture,220,New York,Supplier A,Weekly,13,978.72,4.2,253,Yes,71,7,13,250,8,40.7128,-74.006,NY
8,176,Laptop,Groceries,371,Los Angeles,Supplier D,Monthly,5,192.85,16.6,216,Yes,92,30,46,376,13,34.0522,-118.2437,CA
2,141,T-Shirt,Footwear,275,Los Angeles,Supplier D,Quarterly,3,166.2,19.4,188,Yes,65,17,30,450,23,34.0522,-118.2437,CA
3,146,Bananas,Clothing,249,Los Angeles,Supplier A,Quarterly,9,43.87,8.8,98,No,65,38,28,458,29,34.0522,-118.2437,CA
8,136,Sofa,Clothing,16,Houston,Supplier C,Monthly,9,892.9,15.8,194,Yes,84,30,22,218,47,29.7604,-95.3698,TX
8,179,Bananas,Groceries,75,New York,Supplier D,Quarterly,7,755.24,-1.6,287,No,26,45,24,88,11,40.7128,-74.006,NY
4,121,Sofa,Electronics,106,Los Angeles,Supplier B,Weekly,12,636.93,24.4,131,No,71,39,47,346,16,34.0522,-118.2437,CA
4,156,Laptop,Electronics,136,Houston,Supplier B,Weekly,9,928.4,24.6,222,Yes,30,9,30,272,44,29.7604,-95.3698,TX
5,183,Sofa,Clothing,417,Los Angeles,Supplier C,Monthly,12,579.33,2.8,288,No,46,19,45,217,23,34.0522,-118.2437,CA
6,126,T-Shirt,Groceries,74,Chicago,Supplier B,Quarterly,2,138.43,11.9,327,Yes,43,13,38,358,12,41.8781,-87.6298,IL
5,140,Sofa,Electronics,254,Phoenix,Supplier A,Monthly,11,185.1,14.3,328,Yes,38,47,20,390,38,33.4484,-112.074,AZ
7,179,Sneakers,Furniture,18,New York,Supplier D,Quarterly,10,140.86,8.9,50,Yes,77,49,6,180,24,40.7128,-74.006,NY
2,133,T-Shirt,Clothing,419,Phoenix,Supplier D,Quarterly,8,314.58,26.4,74,Yes,69,37,33,125,31,33.4484,-112.074,AZ
7,131,Laptop,Furniture,43,Phoenix,Supplier D,Quarterly,10,385.7,19.6,305,Yes,20,19,47,376,38,33.4484,-112.074,AZ
7,189,T-Shirt,Groceries,50,Chicago,Supplier D,Weekly,10,798.87,16.9,200,No,99,6,38,183,36,41.8781,-87.6298,IL
1,188,Sneakers,Furniture,3,Chicago,Supplier B,Quarterly,10,199.34,10.8,207,No,91,12,15,332,1,41.8781,-87.6298,IL
7,165,Laptop,Electronics,232,Chicago,Supplier B,Weekly,13,728.11,-6.6,252,No,69,15,15,329,26,41.8781,-87.6298,IL
5,111,Bananas,Electronics,219,Houston,Supplier B,Quarterly,1,496.32,-5.7,328,Yes,89,47,32,433,17,29.7604,-95.3698,TX
3,139,Sneakers,Footwear,59,Los Angeles,Supplier A,Monthly,3,999.66,2.0,53,No,83,3,14,490,36,34.0522,-118.2437,CA
3,172,Laptop,Clothing,284,New York,Supplier B,Weekly,8,778.82,-1.5,113,No,43,4,42,200,17,40.7128,-74.006,NY
4,175,Sofa,Groceries,302,Chicago,Supplier B,Weekly,11,969.26,28.1,89,No,42,37,8,184,37,41.8781,-87.6298,IL
2,189,T-Shirt,Clothing,64,New York,Supplier D,Weekly,8,348.93,6.4,317,Yes,19,38,36,479,27,40.7128,-74.006,NY
2,172,Laptop,Furniture,70,New York,Supplier B,Monthly,14,131.82,25.1,151,Yes,69,6,22,297,25,40.7128,-74.006,NY
1,109,T-Shirt,Groceries,303,New York,Supplier C,Weekly,10,510.84,22.7,34,No,35,49,38,224,30,40.7128,-74.006,NY
5,195,Sofa,Groceries,142,Chicago,Supplier C,Monthly,8,133.0,22.5,183,No,34,28,20,455,41,41.8781,-87.6298,IL
4,197,Laptop,Electronics,391,Chicago,Supplier D,Quarterly,11,497.53,-1.4,310,No,11,8,24,480,25,41.8781,-87.6298,IL
2,147,Bananas,Furniture,202,Los Angeles,Supplier B,Quarterly,12,277.24,7.9,115,No,99,31,21,362,38,34.0522,-118.2437,CA
3,119,Sneakers,Electronics,207,Chicago,Supplier C,Monthly,11,496.14,2.7,104,Yes,93,21,28,440,32,41.8781,-87.6298,IL
7,138,Laptop,Electronics,415,Chicago,Supplier C,Weekly,7,950.14,28.8,296,No,12,45,49,377,12,41.8781,-87.6298,IL
7,159,Sofa,Footwear,221,New York,Supplier A,Weekly,2,296.14,25.1,220,No,41,29,23,89,49,40.7128,-74.006,NY
4,165,Laptop,Electronics,362,Los Angeles,Supplier D,Monthly,3,993.5,-0.0,281,No,10,15,24,225,21,34.0522,-118.2437,CA
5,164,T-Shirt,Clothing,246,Phoenix,Supplier C,Quarterly,9,237.04,2.5,97,Yes,33,49,39,499,42,33.4484,-112.074,AZ
5,150,Laptop,Groceries,81,Chicago,Supplier C,Monthly,2,216.03,11.2,175,Yes,59,24,44,447,34,41.8781,-87.6298,IL
6,135,Bananas,Electronics,251,Chicago,Supplier D,Weekly,13,549.34,1.1,151,No,52,21,23,118,1,41.8781,-87.6298,IL
9,123,Laptop,Clothing,51,Phoenix,Supplier B,Weekly,7,843.62,23.0,71,Yes,53,49,4,156,13,33.4484,-112.074,AZ
2,126,Sneakers,Furniture,285,New York,Supplier D,Weekly,1,752.01,22.8,345,Yes,42,23,46,459,21,40.7128,-74.006,NY
5,101,Laptop,Groceries,369,Los Angeles,Supplier A,Weekly,3,726.3,19.0,179,Yes,47,31,4,159,1,34.0522,-118.2437,CA
3,130,T-Shirt,Furniture,492,New York,Supplier A,Quarterly,13,289.81,17.6,91,No,61,34,30,183,13,40.7128,-74.006,NY
4,156,Laptop,Clothing,399,Houston,Supplier A,Quarterly,14,32.29,11.9,284,Yes,44,28,48,436,31,29.7604,-95.3698,TX
6,177,Bananas,Furniture,384,Chicago,Supplier C,Quarterly,1,170.13,3.9,160,No,26,32,28,202,23,41.8781,-87.6298,IL
8,165,Sofa,Furniture,346,Houston,Supplier B,Weekly,6,355.98,23.5,356,Yes,67,22,31,66,3,29.7604,-95.3698,TX
1,128,Laptop,Furniture,204,Chicago,Supplier A,Weekly,4,971.97,24.4,49,Yes,57,3,33,46,11,41.8781,-87.6298,IL
8,114,Laptop,Electronics,25,Houston,Supplier D,Weekly,1,920.58,-8.0,228,No,52,9,19,364,29,29.7604,-95.3698,TX
7,111,Sneakers,Electronics,445,Phoenix,Supplier A,Monthly,5,208.64,5.9,356,No,57,6,10,260,48,33.4484,-112.074,AZ
1,127,Bananas,Electronics,41,Chicago,Supplier C,Weekly,14,728.37,-8.9,250,Yes,53,1,25,406,18,41.8781,-87.6298,IL
2,183,Sofa,Groceries,69,Chicago,Supplier A,Quarterly,4,583.23,23.6,160,Yes,42,22,37,429,25,41.8781,-87.6298,IL
3,123,T-Shirt,Clothing,4,Houston,Supplier B,Quarterly,14,59.34,-2.9,200,No,84,4,13,244,34,29.7604,-95.3698,TX
1,120,Laptop,Electronics,492,Los Angeles,Supplier A,Quarterly,11,377.99,17.0,174,Yes,96,45,6,156,18,34.0522,-118.2437,CA
9,109,Sofa,Furniture,240,Houston,Supplier B,Monthly,10,491.21,4.3,210,No,92,8,30,394,49,29.7604,-95.3698,TX
8,177,T-Shirt,Furniture,361,Chicago,Supplier B,Quarterly,14,670.9,22.6,190,No,85,37,23,450,1,41.8781,-87.6298,IL
2,117,Bananas,Furniture,441,Chicago,Supplier D,Monthly,11,301.96,10.4,89,No,11,42,36,249,28,41.8781,-87.6298,IL
9,187,Bananas,Furniture,31,Los Angeles,Supplier B,Monthly,10,934.48,3.0,244,Yes,19,19,16,433,4,34.0522,-118.2437,CA
7,113,Sofa,Footwear,387,New York,Supplier C,Monthly,2,457.36,3.0,97,Yes,92,44,8,95,21,40.7128,-74.006,NY
9,133,T-Shirt,Groceries,117,Los Angeles,Supplier C,Weekly,13,256.04,3.1,221,No,37,1,16,255,6,34.0522,-118.2437,CA
6,157,Bananas,Clothing,195,New York,Supplier B,Weekly,7,323.26,21.5,254,Yes,56,41,11,362,21,40.7128,-74.006,NY
6,175,Sofa,Clothing,90,Chicago,Supplier B,Quarterly,12,754.37,18.4,226,No,17,24,1,471,37,41.8781,-87.6298,IL
4,121,Bananas,Electronics,178,Phoenix,Supplier A,Quarterly,8,643.88,2.8,190,Yes,32,48,22,336,30,33.4484,-112.074,AZ
2,169,Bananas,Footwear,145,Phoenix,Supplier A,Monthly,4,744.76,9.6,278,Yes,57,17,18,201,20,33.4484,-112.074,AZ
7,135,Bananas,Clothing,444,Houston,Supplier D,Weekly,9,299.42,-7.0,140,Yes,72,32,36,307,41,29.7604,-95.3698,TX
5,144,Sneakers,Groceries,202,Los Angeles,Supplier A,Quarterly,3,333.58,23.1,88,Yes,86,14,11,427,32,34.0522,-118.2437,CA
6,135,T-Shirt,Furniture,322,Los Angeles,Supplier C,Quarterly,13,402.75,0.6,62,No,46,17,20,134,31,34.0522,-118.2437,CA
2,121,Sofa,Electronics,344,Phoenix,Supplier A,Weekly,6,196.71,25.6,70,Yes,21,32,10,377,36,33.4484,-112.074,AZ
5,177,Sofa,Groceries,203,New York,Supplier D,Monthly,11,694.13,13.9,190,No,83,33,48,153,25,40.7128,-74.006,NY
4,179,T-Shirt,Clothing,24,Los Angeles,Supplier D,Quarterly,14,336.06,12.7,58,Yes,90,30,10,255,5,34.0522,-118.2437,CA
9,160,T-Shirt,Footwear,355,New York,Supplier B,Quarterly,14,332.97,-3.5,284,No,74,47,37,260,8,40.7128,-74.006,NY
6,199,T-Shirt,Electronics,471,New York,Supplier D,Weekly,7,276.67,-7.2,214,Yes,95,34,22,240,17,40.7128,-74.006,NY
2,155,T-Shirt,Clothing,416,New York,Supplier B,Weekly,7,458.3,12.1,253,No,24,28,11,460,15,40.7128,-74.006,NY
1,188,Laptop,Electronics,471,New York,Supplier C,Monthly,6,774.26,8.7,250,Yes,89,24,35,152,20,40.7128,-74.006,NY
5,195,Sofa,Clothing,482,Houston,Supplier C,Monthly,9,837.25,-5.2,349,No,93,14,9,440,45,29.7604,-95.3698,TX
9,132,Laptop,Furniture,105,Houston,Supplier A,Quarterly,1,806.46,23.4,115,Yes,19,34,15,91,47,29.7604,-95.3698,TX
6,144,Bananas,Footwear,275,Phoenix,Supplier D,Monthly,13,624.98,6.7,95,Yes,51,47,19,240,29,33.4484,-112.074,AZ
7,135,Bananas,Furniture,322,Houston,Supplier C,Quarterly,9,287.62,0.4,143,Yes,35,1,37,183,36,29.7604,-95.3698,TX
5,119,Sofa,Clothing,60,Los Angeles,Supplier B,Quarterly,13,737.51,21.5,294,No,58,22,6,310,28,34.0522,-118.2437,CA
6,117,Bananas,Groceries,371,Houston,Supplier D,Weekly,9,48.97,26.5,314,No,32,33,36,259,8,29.7604,-95.3698,TX
5,137,T-Shirt,Furniture,450,Los Angeles,Supplier D,Quarterly,4,800.17,2.2,126,Yes,73,44,44,460,14,34.0522,-118.2437,CA
9,166,Laptop,Groceries,15,Los Angeles,Supplier B,Weekly,13,782.43,21.0,359,No,26,47,5,431,33,34.0522,-118.2437,CA
6,122,T-Shirt,Clothing,85,New York,Supplier D,Quarterly,12,673.3,16.1,153,Yes,43,18,3,286,34,40.7128,-74.006,NY
8,195,Bananas,Footwear,419,Phoenix,Supplier D,Quarterly,12,106.95,29.6,185,Yes,66,47,10,76,29,33.4484,-112.074,AZ
2,115,Laptop,Groceries,197,New York,Supplier C,Quarterly,5,997.37,-1.8,139,Yes,95,39,13,297,22,40.7128,-74.006,NY
9,158,T-Shirt,Clothing,235,New York,Supplier B,Monthly,3,758.85,28.4,82,No,13,12,4,362,3,40.7128,-74.006,NY
5,168,Sofa,Groceries,411,Houston,Supplier C,Monthly,7,737.46,2.6,203,No,80,10,40,183,48,29.7604,-95.3698,TX
7,167,T-Shirt,Furniture,344,Houston,Supplier B,Weekly,2,73.37,6.5,196,Yes,78,2,33,59,23,29.7604,-95.3698,TX
1,120,Bananas,Clothing,263,Los Angeles,Supplier A,Quarterly,8,404.72,4.4,105,No,92,2,34,40,3,34.0522,-118.2437,CA
5,177,Laptop,Furniture,6,Houston,Supplier D,Weekly,9,95.31,0.7,343,No,77,6,36,45,6,29.7604,-95.3698,TX
2,194,Sofa,Electronics,494,Houston,Supplier D,Weekly,6,367.43,17.7,243,Yes,59,20,33,406,40,29.7604,-95.3698,TX
6,177,Laptop,Clothing,381,Chicago,Supplier C,Quarterly,9,574.78,13.6,211,Yes,95,38,21,15,23,41.8781,-87.6298,IL
1,169,Sofa,Groceries,289,Los Angeles,Supplier D,Monthly,6,880.08,2.2,74,No,76,28,39,220,12,34.0522,-118.2437,CA
3,111,Laptop,Electronics,58,Los Angeles,Supplier D,Monthly,3,290.11,-4.7,180,Yes,96,42,5,273,5,34.0522,-118.2437,CA
5,115,Bananas,Furniture,433,Chicago,Supplier C,Weekly,10,627.18,2.7,146,Yes,77,3,45,187,5,41.8781,-87.6298,IL
4,180,Sofa,Furniture,145,Los Angeles,Supplier C,Monthly,3,173.01,5.2,151,No,97,48,13,364,3,34.0522,-118.2437,CA
3,186,Sneakers,Groceries,366,Phoenix,Supplier B,Quarterly,2,360.42,5.2,199,No,68,37,40,496,4,33.4484,-112.074,AZ
5,113,Laptop,Electronics,42,Phoenix,Supplier A,Quarterly,5,947.77,4.3,195,No,87,37,17,25,24,33.4484,-112.074,AZ
8,160,Laptop,Footwear,350,Chicago,Supplier C,Monthly,13,750.16,-8.1,359,Yes,72,42,10,299,5,41.8781,-87.6298,IL
4,170,T-Shirt,Groceries,200,Houston,Supplier B,Monthly,14,550.35,8.6,178,Yes,76,25,10,192,31,29.7604,-95.3698,TX
1,145,Sofa,Furniture,424,Phoenix,Supplier C,Weekly,4,259.18,23.4,103,No,94,23,2,179,35,33.4484,-112.074,AZ
7,131,Sneakers,Clothing,174,Chicago,Supplier B,Monthly,12,385.91,-2.8,178,No,35,13,38,61,42,41.8781,-87.6298,IL
8,114,Bananas,Electronics,455,Phoenix,Supplier A,Weekly,6,165.13,-4.2,54,Yes,10,24,21,429,19,33.4484,-112.074,AZ
3,143,T-Shirt,Footwear,454,New York,Supplier B,Quarterly,5,359.93,8.9,90,No,77,3,1,131,8,40.7128,-74.006,NY
6,116,Sneakers,Clothing,452,Chicago,Supplier B,Quarterly,6,159.13,4.8,83,No,87,38,30,249,28,41.8781,-87.6298,IL
2,140,Sofa,Electronics,385,Los Angeles,Supplier D,Quarterly,4,797.35,12.5,252,Yes,27,28,18,164,38,34.0522,-118.2437,CA
7,153,Sneakers,Groceries,335,Phoenix,Supplier C,Monthly,14,89.95,27.9,248,Yes,21,26,35,479,23,33.4484,-112.074,AZ
8,143,Laptop,Groceries,95,Los Angeles,Supplier B,Monthly,13,197.51,20.4,345,No,47,20,39,207,7,34.0522,-118.2437,CA
6,197,Laptop,Electronics,217,Chicago,Supplier C,Monthly,3,694.26,17.5,199,No,51,27,48,238,38,41.8781,-87.6298,IL
6,104,T-Shirt,Footwear,111,Phoenix,Supplier B,Weekly,1,903.49,6.6,218,Yes,45,1,22,192,13,33.4484,-112.074,AZ
5,126,Sofa,Electronics,353,Los Angeles,Supplier D,Weekly,5,964.95,1.5,61,Yes,25,10,3,28,45,34.0522,-118.2437,CA
8,186,Sofa,Clothing,180,Houston,Supplier D,Weekly,6,837.66,11.6,82,Yes,74,10,6,107,21,29.7604,-95.3698,TX
1,177,Sneakers,Clothing,163,Houston,Supplier A,Quarterly,5,219.36,25.4,168,Yes,76,1,36,223,37,29.7604,-95.3698,TX
4,178,T-Shirt,Groceries,119,New York,Supplier B,Weekly,5,292.85,25.1,76,No,48,32,16,380,6,40.7128,-74.006,NY
4,142,Sofa,Electronics,325,Chicago,Supplier D,Monthly,12,872.04,7.8,119,Yes,68,32,3,429,10,41.8781,-87.6298,IL
3,196,Laptop,Groceries,389,Los Angeles,Supplier C,Monthly,6,890.44,-0.2,345,Yes,88,43,36,84,27,34.0522,-118.2437,CA
3,130,Sneakers,Footwear,228,New York,Supplier B,Quarterly,4,644.25,-1.0,65,No,47,27,11,498,26,40.7128,-74.006,NY
4,198,Bananas,Clothing,145,Chicago,Supplier B,Monthly,14,320.5,-8.6,254,No,25,13,17,237,42,41.8781,-87.6298,IL
1,116,Laptop,Furniture,437,Houston,Supplier A,Monthly,12,231.82,23.7,71,No,90,17,19,149,28,29.7604,-95.3698,TX
2,191,T-Shirt,Furniture,308,Los Angeles,Supplier C,Monthly,4,853.76,0.6,257,Yes,83,28,8,283,16,34.0522,-118.2437,CA
9,182,Sofa,Electronics,142,Phoenix,Supplier A,Weekly,11,213.2,4.4,298,No,20,25,14,339,28,33.4484,-112.074,AZ
2,153,Laptop,Electronics,122,Houston,Supplier B,Weekly,13,665.19,22.4,215,Yes,37,36,26,100,3,29.7604,-95.3698,TX
5,161,Bananas,Furniture,285,Phoenix,Supplier A,Monthly,8,968.27,-5.2,264,Yes,91,47,48,332,1,33.4484,-112.074,AZ
9,186,Bananas,Electronics,392,Phoenix,Supplier B,Monthly,11,708.24,8.4,151,No,86,2,25,35,3,33.4484,-112.074,AZ
9,131,T-Shirt,Clothing,226,Los Angeles,Supplier B,Monthly,8,265.09,-5.1,350,Yes,89,32,48,432,30,34.0522,-118.2437,CA
8,139,Laptop,Footwear,360,Los Angeles,Supplier A,Monthly,12,289.68,7.7,146,No,11,32,10,97,19,34.0522,-118.2437,CA
1,112,Sneakers,Footwear,257,Phoenix,Supplier A,Weekly,3,101.97,-8.1,68,No,29,6,32,356,33,33.4484,-112.074,AZ
1,183,Laptop,Groceries,285,New York,Supplier B,Quarterly,7,689.38,10.7,191,Yes,85,31,15,233,8,40.7128,-74.006,NY
9,134,Bananas,Clothing,420,Phoenix,Supplier A,Monthly,5,523.25,21.8,138,Yes,81,9,4,407,19,33.4484,-112.074,AZ
8,104,T-Shirt,Electronics,435,Phoenix,Supplier A,Weekly,5,214.41,17.1,43,Yes,47,43,28,448,36,33.4484,-112.074,AZ
9,172,T-Shirt,Electronics,165,Los Angeles,Supplier B,Monthly,12,235.39,10.4,195,No,65,16,4,13,48,34.0522,-118.2437,CA
7,128,Sneakers,Groceries,221,Chicago,Supplier C,Quarterly,13,18.93,23.2,360,No,93,25,13,246,37,41.8781,-87.6298,IL
3,169,T-Shirt,Groceries,69,Houston,Supplier A,Weekly,3,978.64,-0.9,364,No,48,40,12,414,5,29.7604,-95.3698,TX
3,124,T-Shirt,Electronics,309,Los Angeles,Supplier A,Weekly,2,829.74,23.2,141,Yes,40,28,15,458,34,34.0522,-118.2437,CA
2,194,T-Shirt,Electronics,224,New York,Supplier D,Quarterly,13,400.23,1.1,263,No,89,17,29,489,38,40.7128,-74.006,NY
5,121,T-Shirt,Clothing,124,Houston,Supplier C,Quarterly,3,946.63,4.5,231,No,32,31,23,404,27,29.7604,-95.3698,TX
3,165,T-Shirt,Groceries,436,Los Angeles,Supplier A,Weekly,7,680.35,-4.9,352,No,43,23,13,262,39,34.0522,-118.2437,CA
6,144,Bananas,Clothing,344,Los Angeles,Supplier B,Quarterly,3,753.95,-5.9,168,Yes,26,31,38,223,47,34.0522,-118.2437,CA
2,168,Laptop,Electronics,339,Chicago,Supplier D,Monthly,11,683.16,27.3,296,Yes,33,26,46,403,42,41.8781,-87.6298,IL
3,190,Sofa,Furniture,12,New York,Supplier D,Quarterly,13,759.28,-2.4,301,Yes,44,4,35,451,42,40.7128,-74.006,NY
5,188,T-Shirt,Furniture,52,New York,Supplier D,Quarterly,2,179.23,3.3,195,No,32,39,40,74,24,40.7128,-74.006,NY
1,171,Sofa,Electronics,129,Los Angeles,Supplier A,Weekly,4,566.77,11.2,198,No,17,43,12,266,48,34.0522,-118.2437,CA
1,100,Sofa,Groceries,135,Chicago,Supplier B,Quarterly,12,850.88,3.9,286,Yes,63,43,30,184,31,41.8781,-87.6298,IL
9,183,Bananas,Furniture,145,Los Angeles,Supplier D,Weekly,5,29.35,24.8,153,Yes,96,43,46,277,22,34.0522,-118.2437,CA
7,143,T-Shirt,Groceries,127,Phoenix,Supplier C,Monthly,13,132.21,26.0,67,No,30,15,5,383,23,33.4484,-112.074,AZ
1,186,Sofa,Furniture,226,Phoenix,Supplier D,Quarterly,7,253.18,3.0,278,No,28,37,2,56,41,33.4484,-112.074,AZ
8,195,T-Shirt,Groceries,427,Chicago,Supplier D,Quarterly,1,301.78,-6.3,266,No,40,38,42,57,24,41.8781,-87.6298,IL
3,174,Sneakers,Furniture,71,Los Angeles,Supplier C,Weekly,14,190.88,-1.6,127,Yes,59,23,30,386,40,34.0522,-118.2437,CA
8,138,Sneakers,Groceries,273,Chicago,Supplier D,Weekly,8,628.09,9.0,89,Yes,80,5,35,493,32,41.8781,-87.6298,IL
5,153,Sneakers,Clothing,187,Los Angeles,Supplier D,Quarterly,10,301.08,1.5,48,Yes,33,41,10,295,33,34.0522,-118.2437,CA
1,187,Sofa,Groceries,3,Los Angeles,Supplier C,Weekly,3,166.52,8.1,153,Yes,55,43,9,61,28,34.0522,-118.2437,CA
7,174,Sneakers,Clothing,285,Phoenix,Supplier A,Quarterly,14,906.77,20.3,255,No,17,25,17,173,17,33.4484,-112.074,AZ
5,128,Bananas,Clothing,22,Houston,Supplier C,Monthly,11,698.08,6.8,129,No,86,30,38,478,26,29.7604,-95.3698,TX
6,153,Bananas,Electronics,166,New York,Supplier A,Quarterly,6,253.6,-2.1,353,No,12,26,30,110,18,40.7128,-74.006,NY
6,189,Sofa,Clothing,310,New York,Supplier A,Monthly,4,367.34,4.3,46,Yes,43,3,41,412,15,40.7128,-74.006,NY
8,115,T-Shirt,Footwear,363,Chicago,Supplier A,Monthly,14,743.38,19.7,277,Yes,86,4,35,146,38,41.8781,-87.6298,IL
9,198,Laptop,Clothing,477,New York,Supplier C,Weekly,5,793.0,7.0,109,No,66,47,7,14,22,40.7128,-74.006,NY
2,119,T-Shirt,Groceries,498,Phoenix,Supplier C,Weekly,10,184.67,-0.0,114,Yes,67,18,12,183,49,33.4484,-112.074,AZ
9,145,T-Shirt,Clothing,434,Houston,Supplier A,Weekly,12,937.21,7.1,58,Yes,44,37,42,315,18,29.7604,-95.3698,TX
9,166,T-Shirt,Groceries,246,Los Angeles,Supplier C,Weekly,6,787.42,8.2,163,No,30,11,34,365,21,34.0522,-118.2437,CA
7,164,T-Shirt,Groceries,234,Los Angeles,Supplier A,Quarterly,2,858.25,1.9,223,Yes,74,11,49,147,19,34.0522,-118.2437,CA
1,157,Laptop,Footwear,325,Phoenix,Supplier C,Monthly,13,152.42,29.8,148,Yes,75,36,3,232,2,33.4484,-112.074,AZ
7,152,Sneakers,Clothing,158,New York,Supplier B,Quarterly,3,151.93,20.7,220,No,66,16,33,484,30,40.7128,-74.006,NY
5,100,T-Shirt,Clothing,151,Los Angeles,Supplier C,Monthly,8,312.32,17.7,182,No,51,43,40,297,25,34.0522,-118.2437,CA
6,180,Bananas,Furniture,213,New York,Supplier C,Monthly,8,74.0,24.2,301,No,52,25,13,140,26,40.7128,-74.006,NY
7,165,Sofa,Furniture,376,Phoenix,Supplier C,Monthly,1,100.16,16.7,161,Yes,35,1,11,148,39,33.4484,-112.074,AZ
5,128,Sofa,Electronics,218,Los Angeles,Supplier A,Quarterly,10,151.78,21.6,37,No,76,26,40,418,17,34.0522,-118.2437,CA
7,183,Bananas,Groceries,246,Chicago,Supplier A,Weekly,8,715.31,6.5,163,No,97,45,20,381,47,41.8781,-87.6298,IL
9,169,T-Shirt,Footwear,303,Houston,Supplier B,Quarterly,11,39.93,10.0,338,Yes,35,30,31,36,16,29.7604,-95.3698,TX
3,107,Laptop,Furniture,405,New York,Supplier B,Monthly,2,92.41,-8.1,221,Yes,17,6,33,277,27,40.7128,-74.006,NY
8,128,Sneakers,Clothing,276,New York,Supplier D,Quarterly,10,944.74,1.2,120,No,56,27,34,56,49,40.7128,-74.006,NY
2,150,Sofa,Electronics,151,New York,Supplier B,Monthly,10,92.82,4.7,278,No,46,19,9,467,3,40.7128,-74.006,NY
7,132,Sneakers,Footwear,196,New York,Supplier A,Weekly,13,542.09,15.0,281,Yes,81,38,7,41,42,40.7128,-74.006,NY
2,102,Laptop,Clothing,405,Phoenix,Supplier B,Weekly,8,646.15,8.6,92,Yes,91,45,9,383,38,33.4484,-112.074,AZ
4,159,Sofa,Clothing,21,Phoenix,Supplier B,Quarterly,12,959.01,14.3,245,Yes,27,43,42,169,29,33.4484,-112.074,AZ
7,134,Sneakers,Groceries,257,Phoenix,Supplier C,Weekly,10,900.8,18.5,163,No,85,19,26,171,2,33.4484,-112.074,AZ
3,168,Laptop,Groceries,399,Phoenix,Supplier B,Monthly,5,446.28,-8.3,136,Yes,45,39,2,106,43,33.4484,-112.074,AZ
2,190,Sneakers,Furniture,17,Los Angeles,Supplier D,Monthly,1,942.74,0.3,190,No,11,44,5,227,40,34.0522,-118.2437,CA
7,175,T-Shirt,Furniture,51,Phoenix,Supplier C,Weekly,8,437.94,-3.2,287,No,93,32,49,456,14,33.4484,-112.074,AZ
1,183,Laptop,Clothing,447,Los Angeles,Supplier A,Weekly,12,673.22,-2.5,45,No,12,48,2,86,12,34.0522,-118.2437,CA
8,119,Sneakers,Clothing,270,Chicago,Supplier D,Weekly,5,267.01,10.1,88,Yes,43,1,10,491,24,41.8781,-87.6298,IL
3,172,T-Shirt,Furniture,315,Phoenix,Supplier A,Quarterly,1,640.28,19.6,38,Yes,55,25,31,294,28,33.4484,-112.074,AZ
2,138,T-Shirt,Furniture,83,Chicago,Supplier D,Quarterly,4,542.81,0.9,226,No,71,47,33,146,39,41.8781,-87.6298,IL
3,103,Laptop,Clothing,306,Phoenix,Supplier C,Monthly,13,610.76,23.0,146,No,79,13,44,264,18,33.4484,-112.074,AZ
5,118,Bananas,Footwear,124,Chicago,Supplier D,Quarterly,1,685.82,25.7,39,Yes,66,10,47,247,25,41.8781,-87.6298,IL
8,190,Sofa,Clothing,290,Houston,Supplier D,Quarterly,13,181.72,4.0,36,No,19,18,6,450,37,29.7604,-95.3698,TX
7,144,Laptop,Footwear,262,Chicago,Supplier B,Monthly,9,308.25,17.3,223,Yes,97,36,14,148,6,41.8781,-87.6298,IL
7,142,T-Shirt,Footwear,365,Los Angeles,Supplier A,Monthly,10,738.88,-5.3,152,No,27,22,14,453,45,34.0522,-118.2437,CA
7,112,T-Shirt,Clothing,49,New York,Supplier C,Weekly,2,172.19,19.8,92,Yes,42,6,15,441,30,40.7128,-74.006,NY
8,112,Laptop,Electronics,6,Chicago,Supplier D,Weekly,8,350.8,-3.4,33,No,16,27,33,362,31,41.8781,-87.6298,IL
1,159,Bananas,Furniture,117,New York,Supplier A,Quarterly,4,669.81,17.5,313,No,54,8,31,222,34,40.7128,-74.006,NY
4,156,Sofa,Groceries,118,Houston,Supplier A,Monthly,9,938.27,6.9,357,No,38,24,17,146,19,29.7604,-95.3698,TX
6,185,Sneakers,Clothing,453,Houston,Supplier B,Quarterly,2,84.55,27.1,279,Yes,92,20,43,108,28,29.7604,-95.3698,TX
9,191,Laptop,Footwear,263,Los Angeles,Supplier A,Quarterly,12,521.4,8.6,159,Yes,47,22,15,444,8,34.0522,-118.2437,CA
2,151,Sofa,Clothing,353,Los Angeles,Supplier C,Monthly,3,91.09,-8.8,104,Yes,48,9,20,215,11,34.0522,-118.2437,CA
1,152,Sofa,Furniture,461,Chicago,Supplier B,Monthly,2,385.34,9.2,358,No,34,40,48,245,16,41.8781,-87.6298,IL
